,FacilityName,CountryName,ReportingYear,FacilityDetails,MTonnes,Activity,Pollutant,Co-ordinates
991,Kraftwerk Weiher,Germany,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=3125,0.428,Production of electricity,"CO2, AIR","[7.03090852567569, 49.3355924120032]"
992,Kraftwerke Mainz-Wiesbaden AG,Germany,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=45132,0.634,Production of electricity,"CO2, AIR","[8.23749119589684, 50.0268991916394]"
993,Kymin Voima Oy,Finland,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=7049,0.5,Production of electricity,"CO2, AIR","[26.66628, 60.90684]"
994,Kämmerer Energie GmbH,Germany,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=237253,0.136,Production of electricity,"CO2, AIR","[8.02345533321302, 52.2962962837302]"
995,"LAANILAN VOIMA OY, Laanilan teollisuusalueen voimalaitos",Finland,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=17218,0.187,Production of electricity,"CO2, AIR","[25.5189, 65.0352]"
996,LANGERLO,Belgium,2016,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=14830,0.309,Production of electricity,"CO2, AIR","[5.4927263, 50.936840000000004]"
997,"LATVENERGO AS, Rīgas TEC-2",Latvia,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=10563,0.46900000000000003,Production of electricity,"CO2, AIR","[24.272512, 56.915549]"
998,"LATVENERGO AS, TEC-1",Latvia,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=10350,0.386,Production of electricity,"CO2, AIR","[24.183068, 56.989796]"
999,LAVERA ENERGIES,France,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=4281,0.339,Production of electricity,"CO2, AIR","[5.04, 43.38]"
1000,LEAG Lausitz Energie Kraftwerke AG  Kraftwerk Lippendorf,Germany,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=74740,11.4,Production of electricity,"CO2, AIR","[12.3716433864114, 51.1841395368113]"
1001,"LEAG, Kraftwerk Jänschwalde",Germany,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=46361,24.0,Production of electricity,"CO2, AIR","[14.4579893421063, 51.8336010742182]"
1002,"LEAG, Kraftwerk Schwarze Pumpe",Germany,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=46366,11.5,Production of electricity,"CO2, AIR","[14.3535757297201, 51.5354973928124]"
1003,Langage Energy Centre,United Kingdom,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=160014,1.24,Production of electricity,"CO2, AIR","[-4.01026, 50.3878]"
1004,Linz Strom GmbH,Austria,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=5806,0.524,Production of electricity,"CO2, AIR","[14.323611, 48.29889]"
1005,Linz Strom GmbH,Austria,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=5807,0.123,Production of electricity,"CO2, AIR","[14.346667, 48.268055]"
1006,"Lynemouth Power Limited, Lynemouth Power Station",United Kingdom,2013,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=13045,2.2800000000000002,Production of electricity,"CO2, AIR","[-1.53902, 55.2007]"
1007,MARCINELLE ENERGIE S.A.,Belgium,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=182341,0.577,Production of electricity,"CO2, AIR","[4.4332, 50.4098]"
1008,MIBRAG Deuben,Germany,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=46984,0.789,Production of electricity,"CO2, AIR","[12.0767791499131, 51.1120671473592]"
1009,MIBRAG Mumsdorf,Germany,2013,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=46983,0.461,Production of electricity,"CO2, AIR","[12.2607730981018, 51.0711513135837]"
1010,MIBRAG Wählitz,Germany,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=46985,0.333,Production of electricity,"CO2, AIR","[12.0763996501378, 51.1663262199263]"
1011,MOSTOS VINOS Y ALCOHOLES S.A. (MOVIALSA),Spain,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=9734,0.219,Production of electricity,"CO2, AIR","[-3.1176, 39.3954]"
1012,MVM Észak-Budai Kogenerációs Fűtőerőmű Kft.,Hungary,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=253864,0.152,Production of electricity,"CO2, AIR","[19.037777, 47.563797]"
1013,MVV Umwelt Asset GmbH - MHKW Mannheim,Germany,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=2579,0.633,Production of electricity,"CO2, AIR","[8.45245552613289, 49.5213819157734]"
1014,Maasstroom Energie CV,Netherlands,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=177150,0.425,Production of electricity,"CO2, AIR","[4.35214, 51.88984]"
1015,"Mainova, HKW Niederrad",Germany,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=44926,0.158,Production of electricity,"CO2, AIR","[8.6278280081721, 50.0857034445538]"
1016,"Mainova, HKW West",Germany,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=44925,0.93,Production of electricity,"CO2, AIR","[8.65323174770217, 50.0985534947673]"
1017,Marchwood Power Station,United Kingdom,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=159834,1.96,Production of electricity,"CO2, AIR","[-1.4382700000000002, 50.898]"
1018,Mark-E Aktiengesellschaft,Germany,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=44576,0.22,Production of electricity,"CO2, AIR","[7.70458330782109, 51.2754170592059]"
1019,Mark-E Aktiengesellschaft Cuno Heizkraftwerk,Germany,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=44645,0.192,Production of electricity,"CO2, AIR","[7.40852995342539, 51.4015497216711]"
1020,Markinch Biomass CHP,United Kingdom,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=210915,0.47200000000000003,Production of electricity,"CO2, AIR","[-3.16208, 56.2015]"
1021,Maxima-centrale,Netherlands,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=19642,1.16,Production of electricity,"CO2, AIR","[5.53022, 52.57722]"
1022,"Medway Power Limited, Medway Power Station",United Kingdom,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=32608,0.9540000000000001,Production of electricity,"CO2, AIR","[0.6891149999999999, 51.4377]"
1023,Monthel AG,Switzerland,2012,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=157623,0.184,Production of electricity,"CO2, AIR","[6.971930151398, 46.254450820492]"
1024,Mátrai Erőmű Zrt.,Hungary,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=5791,5.77,Production of electricity,"CO2, AIR","[20.067043, 47.788452]"
1025,Müllheizkraftwerk Bremerhaven,Germany,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=43735,0.28500000000000003,Production of electricity,"CO2, AIR","[8.61800584393348, 53.5479128520869]"
1026,Nordjyllandsværket,Denmark,2015,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=6887,1.27,Production of electricity,"CO2, AIR","[10.0404144509151, 57.0775664198691]"
1027,Novel S.p.A.,Italy,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=107,0.321,Production of electricity,"CO2, AIR","[8.616636, 45.440577]"
1028,Nuon Power Generation BV (Buggenum),Netherlands,2013,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=10287,0.30000000000000004,Production of electricity,"CO2, AIR","[5.97168, 51.2235]"
1029,Nuon Power Generation BV (Diemen),Netherlands,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=8040,1.06,Production of electricity,"CO2, AIR","[5.02119, 52.33885]"
1030,Nuon Power Generation BV (Eemshaven),Netherlands,2016,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=212857,1.26,Production of electricity,"CO2, AIR","[6.85915, 53.44777]"
1031,Nuon Power Generation BV (Eemshaven),Netherlands,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=300252,1.6,Production of electricity,"CO2, AIR","[3.31354, 47.97476]"
1032,Nuon Power Generation BV (Hemweg),Netherlands,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=8039,3.36,Production of electricity,"CO2, AIR","[4.8471, 52.40531]"
1033,Nuon Power Generation BV (IJmond 1),Netherlands,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=8407,1.72,Production of electricity,"CO2, AIR","[4.60558, 52.47488]"
1034,Nuon Power Generation BV (Velsen),Netherlands,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=8041,3.9699999999999998,Production of electricity,"CO2, AIR","[4.63213, 52.47275]"
1035,"PENINSULAR COGENERACIÓN, S.A.",Spain,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=9208,0.1,Production of electricity,"CO2, AIR","[-3.767323, 40.267935]"
1036,PGE Energia Ciepła S.A. Oddział w Rybniku,Poland,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=6461,6.48,Production of electricity,"CO2, AIR","[18.52361, 50.13333]"
1037,"PGE Górnictwo i Energetyka Konwencjonalna S.A., Oddział Elektrociepłowania Rzeszów",Poland,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=5213,0.317,Production of electricity,"CO2, AIR","[22.027189, 50.061441]"
1038,"PGE Górnictwo i Energetyka Konwencjonalna S.A., Oddział Elektrociepłownia Gorzów",Poland,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=81486,0.462,Production of electricity,"CO2, AIR","[15.267371, 52.748525]"
1039,"PGE Górnictwo i Energetyka Konwencjonalna S.A., Oddział Elektrociepłownia Lublin Wrotków",Poland,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=500,0.508,Production of electricity,"CO2, AIR","[22.557777, 51.215833]"
1040,"PGE Górnictwo i Energetyka Konwencjonalna S.A., Oddział Elektrownia Bełchatów",Poland,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=1298,37.6,Production of electricity,"CO2, AIR","[19.315338, 51.265782]"
1041,"PGE Górnictwo i Energetyka Konwencjonalna S.A., Oddział Elektrownia Turów",Poland,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=198,7.11,Production of electricity,"CO2, AIR","[14.913056, 50.948611]"
1042,"PGE Górnictwo i Energetyka Konwencjonalna S.A., Oddział Zespół Elektrowni Dolna Odra Elektrownia Dolna Odra",Poland,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=7121,3.98,Production of electricity,"CO2, AIR","[14.466333, 53.205776]"
1043,"PGE Górnictwo i Energetyka Konwencjonalna S.A., Oddział Zespół Elektrowni Dolna Odra, Elektrownia Pomorzany",Poland,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=7120,0.399,Production of electricity,"CO2, AIR","[14.525685, 53.39221]"
1044,"PGE Górnictwo i Energetyka Konwencjonalna S.A., Oddział Zespół Elektrowni Dolna Odra, Elektrownia Szczecin",Poland,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=7119,0.34800000000000003,Production of electricity,"CO2, AIR","[14.585981, 53.411271]"
1045,PGE Górnictwo i Energetyka Konwencjonalna SA Oddział Elektrownia Opole,Poland,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=5102,6.28,Production of electricity,"CO2, AIR","[17.881965, 50.751825]"
1046,PGE Toruń S.A.,Poland,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=49203,0.219,Production of electricity,"CO2, AIR","[18.693303, 53.047953]"
1047,"PGNiG TERMIKA Energetyka Przemysłowa S.A., Oddział ""Zofiówka""",Poland,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=6515,0.23500000000000001,Production of electricity,"CO2, AIR","[18.626783, 49.964307]"
1048,PLANTA DE COGENERACIÓN DE GRELVA,Spain,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=8920,0.11900000000000001,Production of electricity,"CO2, AIR","[-3.638377, 37.179212]"
1049,"PLANTA DE GENERACIÓN DE ENERGÍA ELÉCTRICA, AGUA CALIENTE Y VAPOR",Spain,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=7398,0.139,Production of electricity,"CO2, AIR","[-6.6986989999999995, 43.507663]"
1050,PLANTA DE TRATAMIENTO INTEGRAL DEL ALPERUJO EN LINARES,Spain,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=123690,0.28400000000000003,Production of electricity,"CO2, AIR","[-3.633, 38.083]"
1051,PONT SUR SAMBRE POWER,France,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=104802,0.759,Production of electricity,"CO2, AIR","[3.84, 50.23]"
1052,PPC S.A. AES CHIOS,Greece,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=14274,0.121,Production of electricity,"CO2, AIR","[26.154079, 38.331262]"
1053,PPC S.A. AES KOS,Greece,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=14264,0.17400000000000002,Production of electricity,"CO2, AIR","[27.047965, 36.823188]"
1054,PPC S.A. AES LESVOS,Greece,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=14271,0.17300000000000001,Production of electricity,"CO2, AIR","[26.549128, 39.118565]"
1055,PPC S.A. AES MYKONOS,Greece,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=14268,0.10200000000000001,Production of electricity,"CO2, AIR","[25.325498, 37.434373]"
1056,PPC S.A. AES PAROS,Greece,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=14270,0.125,Production of electricity,"CO2, AIR","[25.254769, 37.125872]"
1057,PPC S.A. AES THIRA,Greece,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=14269,0.133,Production of electricity,"CO2, AIR","[25.477891, 36.413093]"
1058,PPC S.A. SES AGIOY DHMHTRIOY,Greece,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=14245,8.94,Production of electricity,"CO2, AIR","[21.929411, 40.392099]"
1059,PPC S.A. SES ALIVERIOY,Greece,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=14183,0.783,Production of electricity,"CO2, AIR","[24.052361, 38.390166]"
1060,PPC S.A. SES AMYNTAIOY,Greece,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=14254,2.76,Production of electricity,"CO2, AIR","[21.682342, 40.618684]"
1061,PPC S.A. SES ATHERINOLAKKOY,Greece,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=14278,0.769,Production of electricity,"CO2, AIR","[26.138036, 35.004906]"
1062,PPC S.A. SES KARDIAS,Greece,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=14247,6.4,Production of electricity,"CO2, AIR","[21.788378, 40.407151999999996]"
1063,PPC S.A. SES KERATEAS-LAYRIOY,Greece,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=14287,1.01,Production of electricity,"CO2, AIR","[24.066333, 37.746954]"
1064,PPC S.A. SES KOMOTINIS,Greece,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=14262,0.707,Production of electricity,"CO2, AIR","[25.489605, 41.064468]"
1065,PPC S.A. SES LINOPERAMATON,Greece,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=14276,0.712,Production of electricity,"CO2, AIR","[25.051166, 35.341181]"
1066,PPC S.A. SES LIPTOL,Greece,2013,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=14248,0.11800000000000001,Production of electricity,"CO2, AIR","[21.735434, 40.475185]"
1067,PPC S.A. SES MEGALOPOLIS A’,Greece,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=14192,2.62,Production of electricity,"CO2, AIR","[22.108283, 37.418129]"
1068,PPC S.A. SES MEGALOPOLIS B’,Greece,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=14191,2.61,Production of electricity,"CO2, AIR","[22.066606, 37.415661]"
1069,PPC S.A. SES MELITIS,Greece,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=14255,2.27,Production of electricity,"CO2, AIR","[21.598292, 40.814022]"
1070,PPC S.A. SES RODOY,Greece,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=14265,0.5700000000000001,Production of electricity,"CO2, AIR","[28.017367, 36.377814]"
1071,PPC S.A. SES XANION,Greece,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=14281,0.41100000000000003,Production of electricity,"CO2, AIR","[24.038341, 35.488121]"
1072,"PVO Lämpövoima Oy, Tahkoluodon voimalaitos",Finland,2015,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=7288,0.115,Production of electricity,"CO2, AIR","[21.40475, 61.63243]"
1073,Palm Power GmbH & Co. KG,Germany,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=74182,0.276,Production of electricity,"CO2, AIR","[8.26024856757039, 49.049904432866]"
1074,Palm Power GmbH & Co. KG,Germany,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=74313,0.185,Production of electricity,"CO2, AIR","[10.6529717316452, 49.9840535024825]"
1075,Paroplynový zdroj Počerady,Czech Republic,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=202237,0.606,Production of electricity,"CO2, AIR","[13.676777777777778, 50.42935833333333]"
1076,Peterhead Power Station,United Kingdom,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=14455,0.9500000000000001,Production of electricity,"CO2, AIR","[-1.7866900000000001, 57.4781]"
1077,Polenergia Elektrociepłownia Nowa Sarzyna Sp. z o.o.,Poland,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=5212,0.334,Production of electricity,"CO2, AIR","[22.323611, 50.317472]"
1078,"Pori Energia Oy, Aittaluodon voimalaitos",Finland,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=7295,0.31,Production of electricity,"CO2, AIR","[21.816, 61.48726]"
1079,"Porvoon Energia Oy, Tolkkisten voimalaitokset",Finland,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=6107,0.17500000000000002,Production of electricity,"CO2, AIR","[25.5833, 60.3319]"
1080,Propower GmbH,Germany,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=174946,0.34400000000000003,Production of electricity,"CO2, AIR","[14.6405265190963, 52.1725777886869]"
1081,Provoz 46 - Teplárna,Czech Republic,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=157656,2.25,Production of electricity,"CO2, AIR","[18.314209930555556, 49.79442883888889]"
1082,Provozy  Teplárny  a  Tepelná  energetika,Czech Republic,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=14305,1.56,Production of electricity,"CO2, AIR","[18.644547819444444, 49.695282488888886]"
1083,Przedsiębiorstwo Energetyki Cieplnej - Gliwice Sp. z o.o.,Poland,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=20224,0.222,Production of electricity,"CO2, AIR","[18.710833, 50.292222]"
1084,RAFFINERIA DI TARANTO - CTE,Italy,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=7022,0.28800000000000003,Production of electricity,"CO2, AIR","[17.194444, 40.490555]"
1085,REGIA AUTONOMA PENTRU ACTIVITATI NUCLEARE - Sucursala Romag Termo,Romania,2016,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=167394,0.261,Production of electricity,"CO2, AIR","[22.688333, 44.675444]"
1086,RIZZICONI ENERGIA,Italy,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=77753,1.12,Production of electricity,"CO2, AIR","[15.981387999999999, 38.436666]"
1087,RKB Raffinerie-Kraftwerks Betriebs GmbH,Germany,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=46932,0.886,Production of electricity,"CO2, AIR","[12.0000627886805, 51.2971340669027]"
1088,RWE Eemshaven Holding II B.V.,Netherlands,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=299065,7.55,Production of electricity,"CO2, AIR","[6.85915, 53.44777]"
1089,RWE Generation SE Erdgaskraftwerk Emsland,Germany,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=43604,1.69,Production of electricity,"CO2, AIR","[7.30605725134809, 52.4807255600298]"
1090,RWE Generation SE HKW Hamborn,Germany,2016,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=43932,2.56,Production of electricity,"CO2, AIR","[6.72708758993154, 51.4921251097776]"
1091,RWE Generation SE Kraftwerk Ibbenbüren,Germany,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=44288,2.54,Production of electricity,"CO2, AIR","[7.7478897331356595, 52.2888499537391]"
1092,RWE Generation SE Kraftwerk Werne Gersteinwerk,Germany,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=44732,1.73,Production of electricity,"CO2, AIR","[7.71681671194611, 51.6734777453364]"
1093,RWE Generation SE Kraftwerk Westfalen,Germany,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=44612,2.71,Production of electricity,"CO2, AIR","[7.9699155216808, 51.6826061037297]"
1094,RWE Generation SE Kraftwerke Region West; GuD-Anlage,Germany,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=70917,1.3900000000000001,Production of electricity,"CO2, AIR","[6.82762553982471, 51.0805209507785]"
1095,"RWE Generation UK plc, Aberthaw Power Station EPR/RP3133LD",United Kingdom,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=13368,2.3,Production of electricity,"CO2, AIR","[-3.40674, 51.3875]"
1096,RWE Power AG,Germany,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=44118,19.1,Production of electricity,"CO2, AIR","[6.31457811541503, 50.8331620519569]"
1097,RWE Power AG,Germany,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=43843,29.9,Production of electricity,"CO2, AIR","[6.59920108489932, 51.0372235082785]"
1098,RWE Power AG KW Gersteinwerk,Germany,2011,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=44719,0.156,Production of electricity,"CO2, AIR","[7.7079530104431395, 51.6734165382621]"
1099,RWE Power AG Kraftwerk Frimmersdorf,Germany,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=43783,3.58,Production of electricity,"CO2, AIR","[6.58254302552983, 51.0585197304233]"
1100,RWE Power AG Kraftwerk Goldenberg,Germany,2015,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=255737,1.2,Production of electricity,"CO2, AIR","[6.84341740216134, 50.8609945450991]"
1101,RWE Power AG Kraftwerk Niederaußem,Germany,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=44073,27.2,Production of electricity,"CO2, AIR","[6.66658162215303, 50.9709268242651]"
1102,Raahen Voima Oy,Finland,2013,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=293662,1.29,Production of electricity,"CO2, AIR","[24.4175, 64.6548]"
1103,Raahen Voima Oy,Finland,2014,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=293669,1.29,Production of electricity,"CO2, AIR","[24.4175, 64.6548]"
1104,Raahen Voima Oy,Finland,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=293727,1.53,Production of electricity,"CO2, AIR","[24.4175, 64.6548]"
1105,Rauman Biovoima Oy,Finland,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=17086,0.419,Production of electricity,"CO2, AIR","[21.4778, 61.1175]"
1106,Remondis Production GmbH,Germany,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=44791,0.13,Production of electricity,"CO2, AIR","[7.46910405320136, 51.6219339204941]"
1107,Repsol-Produção de Electricidade e Calor - ACE,Portugal,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=5357,0.26,Production of electricity,"CO2, AIR","[-8.83216, 37.984]"
1108,RheinEnergie AG (GuD-Heizkraftwerk Niehl ),Germany,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=44081,1.52,Production of electricity,"CO2, AIR","[6.9907748243318, 50.9741136426043]"
1109,RheinEnergie AG (Heizkraftwerk Merkenich),Germany,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=44130,0.537,Production of electricity,"CO2, AIR","[6.96336619430629, 51.0167725147]"
1110,Rheinhafen-Dampfkraftwerk Karlsruhe,Germany,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=2469,3.84,Production of electricity,"CO2, AIR","[8.30421122943681, 49.014303174043]"
1111,Ridham Biomass Power Plant,United Kingdom,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=295471,0.17,Production of electricity,"CO2, AIR","[0.761354, 51.3805]"
1112,Rijnmond Power Plant,Netherlands,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=19670,0.521,Production of electricity,"CO2, AIR","[4.3518, 51.89084]"
1113,"Rocksavage Power Company Ltd, Rocksavage Power Station",United Kingdom,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=31758,1.02,Production of electricity,"CO2, AIR","[-2.72555, 53.3154]"
1114,"Rugeley Power Limited, Rugeley Power Station",United Kingdom,2016,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=239654,1.18,Production of electricity,"CO2, AIR","[-1.90366, 52.7497]"
1115,"Rwe Npower Plc, Didcot A Power Station",United Kingdom,2013,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=13369,1.74,Production of electricity,"CO2, AIR","[-1.26081, 51.6222]"
1116,"Rwe Npower Plc, Didcot B Power Station",United Kingdom,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=13704,2.43,Production of electricity,"CO2, AIR","[-1.26902, 51.6236]"
1117,"Rwe Npower Plc, Great Yarmouth Power Station",United Kingdom,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=32691,0.705,Production of electricity,"CO2, AIR","[1.73143, 52.585]"
1118,"Rwe Npower Plc, Little Barford Power Station",United Kingdom,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=13371,1.48,Production of electricity,"CO2, AIR","[-0.267346, 52.2048]"
1119,"Rwe Npower Plc, Staythorpe C Power Station",United Kingdom,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=159837,2.7199999999999998,Production of electricity,"CO2, AIR","[-0.864869, 53.0779]"
1120,S.C. UZINA TERMOELECTRICA GIURGIU S.A.,Romania,2009,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=167357,0.113,Production of electricity,"CO2, AIR","[25.928361, 43.879555]"
1121,SAMPOL - CENTRAL DE COGENERACION AEROPUERTO DE BARAJAS,Spain,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=24716,0.11,Production of electricity,"CO2, AIR","[-3.603304, 40.480415]"
1122,SAN ROQUE GRUPO 1,Spain,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=10167,0.389,Production of electricity,"CO2, AIR","[-5.412848, 36.199789]"
1123,SC CET ARAD SA  - pe lignit,Romania,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=167405,0.162,Production of electricity,"CO2, AIR","[21.3294388, 46.22194166]"
1124,SC COMPLEXUL ENERGETIC ROVINARI SA (SUCURSALA ELECTROCENTRALE ROVINARI),Romania,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=167390,5.78,Production of electricity,"CO2, AIR","[23.1336749, 44.913425]"
1125,SC ELECTROCENTRALE BUCURESTI SA - Cet Bucuresti Sud,Romania,2017,http://prtr.ec.europa.eu/#/facilitydetails?FacilityID=167471,0.92,Production of electricity,"CO2, AIR","[26.15565, 44.40582]"
